"DANAM_report_LAL1870.pdf";"Report LAL1870";"4177815-7";"";"LAL1870";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1232286";"Autor";"1173885";"Fotograf";"1173868";"Zeichner";"1300335";"Autor";"1232286";"Autor";"1238506";"Zeichner";"1156661";"Zeichner";"1248173";"Zeichner";"1174964";"Fotograf";
"DANAM_report_KAT0510.pdf";"Report KAT0510";"4177815-7";"";"KAT0510";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1208644";"Autor";"1173885";"Fotograf";"1173868";"Zeichner";"1300335";"Autor";"1208644";"Autor";"1238506";"Zeichner";"1156661";"Zeichner";"1248173";"Zeichner";
"DANAM_report_KAT0430.pdf";"Report KAT0430";"4177815-7";"";"KAT0430";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1232286";"Autor";"1173885";"Fotograf";"1238506";"Zeichner";"1300335";"Autor";"1232286";"Autor";"1156661";"Zeichner";"1248173";"Zeichner";
"DANAM_report_KAT0470.pdf";"Report KAT0470";"4177815-7";"";"KAT0470";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1232286";"Autor";"1173885";"Fotograf";"1238506";"Zeichner";"1300335";"Autor";"1232286";"Autor";"1156661";"Zeichner";"1248173";"Zeichner";
"DANAM_report_BKT4002.pdf";"Report BKT4002";"4177815-7";"";"BKT4002";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";
"DANAM_report_KAT0490.pdf";"Report KAT0490";"4177815-7";"";"KAT0490";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1232286";"Autor";"1173885";"Fotograf";"1238506";"Zeichner";"1300335";"Autor";"1232286";"Autor";"1156661";"Zeichner";"1248173";"Zeichner";
"DANAM_report_KAT0312.pdf";"Report KAT0312";"4177815-7";"";"KAT0312";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";
"DANAM_report_KAT0730.pdf";"Report KAT0730";"4177815-7";"";"KAT0730";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1208644";"Autor";"1248182";"Fotograf";"1248182";"Zeichner";"1300335";"Autor";"1208644";"Autor";
"DANAM_report_LAL4237.pdf";"Report LAL4237";"4177815-7";"";"LAL4237";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";
"DANAM_report_KAT0700.pdf";"Report KAT0700";"4177815-7";"";"KAT0700";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1208644";"Autor";"1248182";"Fotograf";"1248182";"Zeichner";"1208644";"Autor";
"DANAM_report_ACH0073.pdf";"Report ACH0073";"4177815-7";"";"ACH0073";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1248176";"Autor";"1248176";"Fotograf";"1248176 and Sangita Rai";"Zeichner";"1248176";"Autor";
"DANAM_report_ACH0050.pdf";"Report ACH0050";"4177815-7";"";"ACH0050";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1248176";"Editor";"1248176";"Autor";"1248176";"Fotograf";"1248176 and Sangita Rai";"Zeichner";
"DANAM_report_KIR4071.pdf";"Report KIR4071";"4177815-7";"";"KIR4071";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1182530";"Editor";"1232286";"Autor";"1173885";"Fotograf";"1173868";"Zeichner";"1232286";"Autor";"1238506";"Zeichner";"1156661";"Zeichner";"1249903";"Zeichner";
"DANAM_report_KAT0420.pdf";"Report KAT0420";"4177815-7";"";"KAT0420";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1232286";"Autor";"1173885";"Fotograf";"1238506";"Zeichner";"1300335";"Autor";"1232286";"Autor";"1156661";"Zeichner";"1248173";"Zeichner";
"DANAM_report_KAT0660.pdf";"Report KAT0660";"4177815-7";"";"KAT0660";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1174964";"Editor";"1208644";"Autor";"1300339";"Fotograf";"1173868";"Zeichner";"1300335";"Autor";"1208644";"Autor";"1238506";"Zeichner";"1156661";"Zeichner";"1248173";"Zeichner";
"DANAM_report_KAT0770.pdf";"Report KAT0770";"4177815-7";"";"KAT0770";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1208644";"Autor";"1248182";"Fotograf";"1248182";"Zeichner";"1208644";"Autor";
"DANAM_report_BKT4003.pdf";"Report BKT4003";"4177815-7";"";"BKT4003";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";
"DANAM_report_ACH0060.pdf";"Report ACH0060";"4177815-7";"";"ACH0060";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1248176";"Editor";"1248176";"Autor";"1248176";"Fotograf";"1248176 and Sangita Rai";"Zeichner";
"DANAM_report_ACH0074.pdf";"Report ACH0074";"4177815-7";"";"ACH0074";"Nepal Heritage Documentation Project";"CC BY-SA 4.0";"1300335";"Editor";"1248176";"Autor";"1248176";"Fotograf";"1248176 and Sangita Rai";"Zeichner";"1248176";"Autor";
